Offset,Chord,NormalForm,PCsInNormalForm,File,Composer,measureNumber,MeasureCount
60.25,<music21.chord.Chord F#3 F#4>,[0],[6],Seven Preludes Op17No5 F minor.mid,Scriabin,20,3.25
60.33333333,<music21.chord.Chord E6 F#3 F#4>,"[0, 2]","[4, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,20,3.333333333
60.45833333,<music21.chord.Chord F#3 F#4>,[0],[6],Seven Preludes Op17No5 F minor.mid,Scriabin,20,3.458333333
60.5,<music21.chord.Chord E6 F#3 F#4>,"[0, 2]","[4, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,20,3.5
60.625,<music21.chord.Chord F#3 F#4>,[0],[6],Seven Preludes Op17No5 F minor.mid,Scriabin,20,3.625
60.66666667,<music21.chord.Chord B-6 F#3 F#4>,"[0, 4]","[6, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,20,3.666666667
60.79166667,<music21.chord.Chord F#3 F#4>,[0],[6],Seven Preludes Op17No5 F minor.mid,Scriabin,20,3.791666667
60.875,<music21.chord.Chord E7>,[0],[4],Seven Preludes Op17No5 F minor.mid,Scriabin,20,3.875
61,<music21.chord.Chord F6 F7 F3 C4 F4>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,1
61.125,<music21.chord.Chord A6 F3 C4 F4>,"[0, 4, 7]","[5, 9, 0]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,1.125
61.25,<music21.chord.Chord F3 C4 F4>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,1.25
61.33333333,<music21.chord.Chord F6 C3 C4>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,1.333333333
61.45833333,<music21.chord.Chord C3 C4>,[0],[0],Seven Preludes Op17No5 F minor.mid,Scriabin,21,1.458333333
61.5,<music21.chord.Chord F6 C3 C4>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,1.5
61.625,<music21.chord.Chord C3 C4>,[0],[0],Seven Preludes Op17No5 F minor.mid,Scriabin,21,1.625
61.66666667,<music21.chord.Chord C7 F2 F3>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,1.666666667
61.79166667,<music21.chord.Chord F2 F3>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,21,1.791666667
61.875,<music21.chord.Chord C6 F2 F3>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,1.875
62,<music21.chord.Chord F6 C2 C3>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,2
62.125,<music21.chord.Chord A5 C2 C3>,"[0, 3]","[9, 0]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,2.125
62.25,<music21.chord.Chord C2 C3>,[0],[0],Seven Preludes Op17No5 F minor.mid,Scriabin,21,2.25
62.33333333,<music21.chord.Chord F5 F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,21,2.333333333
62.45833333,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,21,2.458333333
62.5,<music21.chord.Chord F5 F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,21,2.5
62.625,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,21,2.625
62.66666667,<music21.chord.Chord C6 F3 F4>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,2.666666667
62.79166667,<music21.chord.Chord F3 F4>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,21,2.791666667
62.875,<music21.chord.Chord C5 F3 F4>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,2.875
63,<music21.chord.Chord F5 F3 F4>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,21,3
63.125,<music21.chord.Chord A4 F3 F4>,"[0, 4]","[5, 9]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,3.125
63.25,<music21.chord.Chord F3 F4>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,21,3.25
63.33333333,<music21.chord.Chord F4 E3 E4>,"[0, 1]","[4, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,3.333333333
63.45833333,<music21.chord.Chord E3 E4>,[0],[4],Seven Preludes Op17No5 F minor.mid,Scriabin,21,3.458333333
63.5,<music21.chord.Chord F4 E3 E4>,"[0, 1]","[4, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,3.5
63.625,<music21.chord.Chord E3 E4>,[0],[4],Seven Preludes Op17No5 F minor.mid,Scriabin,21,3.625
63.66666667,<music21.chord.Chord C5 E-3 E-4>,"[0, 3]","[0, 3]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,3.666666667
63.79166667,<music21.chord.Chord E-3 E-4>,[0],[3],Seven Preludes Op17No5 F minor.mid,Scriabin,21,3.791666667
63.875,<music21.chord.Chord C4 E-3 E-4>,"[0, 3]","[0, 3]",Seven Preludes Op17No5 F minor.mid,Scriabin,21,3.875
64,<music21.chord.Chord F7 F#3 C#3 C#4>,"[0, 4, 5]","[1, 5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,1
64.125,<music21.chord.Chord B-6 F#3 C#3 C#4>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,1.125
64.25,<music21.chord.Chord F#3 C#3 C#4>,"[0, 5]","[1, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,1.25
64.33333333,<music21.chord.Chord F6 C4 C3 F#3>,"[0, 5, 6]","[0, 5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,1.333333333
64.45833333,<music21.chord.Chord F#3 C4 C3>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,1.458333333
64.5,<music21.chord.Chord F#6 F#3 C4 C3>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,1.5
64.625,<music21.chord.Chord F#3 C4 C3>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,1.625
64.66666667,<music21.chord.Chord C#7 B-2 B-3 F#3>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,1.666666667
64.79166667,<music21.chord.Chord F#3 B-2 B-3>,"[0, 4]","[6, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,1.791666667
64.875,<music21.chord.Chord C#6 F#3 B-2 B-3>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,1.875
65,<music21.chord.Chord F6 C#3 C#2>,"[0, 4]","[1, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,2
65.125,<music21.chord.Chord B-5 C#3 C#2>,"[0, 3]","[10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,2.125
65.25,<music21.chord.Chord C#3 C#2>,[0],[1],Seven Preludes Op17No5 F minor.mid,Scriabin,22,2.25
65.33333333,<music21.chord.Chord F5 F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,22,2.333333333
65.45833333,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,22,2.458333333
65.5,<music21.chord.Chord F#5 F1 F2>,"[0, 1]","[5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,22,2.5
65.625,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,22,2.625
65.66666667,<music21.chord.Chord C#6>,[0],[1],Seven Preludes Op17No5 F minor.mid,Scriabin,22,2.666666667
65.875,<music21.chord.Chord C#5>,[0],[1],Seven Preludes Op17No5 F minor.mid,Scriabin,22,2.875
66,<music21.chord.Chord E5>,[0],[4],Seven Preludes Op17No5 F minor.mid,Scriabin,22,3
66.125,<music21.chord.Chord F#4>,[0],[6],Seven Preludes Op17No5 F minor.mid,Scriabin,22,3.125
66.33333333,<music21.chord.Chord B-4>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,22,3.333333333
66.5,<music21.chord.Chord E5>,[0],[4],Seven Preludes Op17No5 F minor.mid,Scriabin,22,3.5
66.66666667,<music21.chord.Chord B-5>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,22,3.666666667
66.875,<music21.chord.Chord E6>,[0],[4],Seven Preludes Op17No5 F minor.mid,Scriabin,22,3.875
67,<music21.chord.Chord F6 F2 C3 F3>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,1
67.125,<music21.chord.Chord A5 F2 C3 F3>,"[0, 4, 7]","[5, 9, 0]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,1.125
67.25,<music21.chord.Chord F2 C3 F3>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,1.25
67.33333333,<music21.chord.Chord F5 F2 C3 F3>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,1.333333333
67.45833333,<music21.chord.Chord F2 C3 F3>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,1.458333333
67.5,<music21.chord.Chord F5 C3 C2>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,1.5
67.625,<music21.chord.Chord C3 C2>,[0],[0],Seven Preludes Op17No5 F minor.mid,Scriabin,23,1.625
67.66666667,<music21.chord.Chord C6 C3 C2>,[0],[0],Seven Preludes Op17No5 F minor.mid,Scriabin,23,1.666666667
67.79166667,<music21.chord.Chord C3 C2>,[0],[0],Seven Preludes Op17No5 F minor.mid,Scriabin,23,1.791666667
67.875,<music21.chord.Chord C5 C3 C2>,[0],[0],Seven Preludes Op17No5 F minor.mid,Scriabin,23,1.875
68,<music21.chord.Chord F5 F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,23,2
68.125,<music21.chord.Chord A4 F2 F1>,"[0, 4]","[5, 9]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,2.125
68.25,<music21.chord.Chord F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,23,2.25
68.33333333,<music21.chord.Chord F4 F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,23,2.333333333
68.45833333,<music21.chord.Chord F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,23,2.458333333
68.5,<music21.chord.Chord F4 F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,23,2.5
68.625,<music21.chord.Chord F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,23,2.625
68.66666667,<music21.chord.Chord C5 F3 F2>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,2.666666667
68.79166667,<music21.chord.Chord F3 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,23,2.791666667
68.875,<music21.chord.Chord C4 F3 F2>,"[0, 5]","[0, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,2.875
69,<music21.chord.Chord F4 F3 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,23,3
69.125,<music21.chord.Chord A3 F3 F2>,"[0, 4]","[5, 9]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,3.125
69.25,<music21.chord.Chord F3 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,23,3.25
69.33333333,<music21.chord.Chord F3 E3 E2>,"[0, 1]","[4, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,3.333333333
69.45833333,<music21.chord.Chord E3 E2>,[0],[4],Seven Preludes Op17No5 F minor.mid,Scriabin,23,3.458333333
69.5,<music21.chord.Chord F3 E3 E2>,"[0, 1]","[4, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,3.5
69.625,<music21.chord.Chord E3 E2>,[0],[4],Seven Preludes Op17No5 F minor.mid,Scriabin,23,3.625
69.66666667,<music21.chord.Chord C4 E-3 E-2>,"[0, 3]","[0, 3]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,3.666666667
69.79166667,<music21.chord.Chord E-3 E-2>,[0],[3],Seven Preludes Op17No5 F minor.mid,Scriabin,23,3.791666667
69.875,<music21.chord.Chord C3 E-3 E-2>,"[0, 3]","[0, 3]",Seven Preludes Op17No5 F minor.mid,Scriabin,23,3.875
70,<music21.chord.Chord F6 C#2 C#3 F#2>,"[0, 4, 5]","[1, 5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,1
70.125,<music21.chord.Chord B-5 C#2 C#3 F#2>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,1.125
70.25,<music21.chord.Chord C#2 C#3 F#2>,"[0, 5]","[1, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,1.25
70.33333333,<music21.chord.Chord F5 C3 C2 F#2>,"[0, 5, 6]","[0, 5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,1.333333333
70.45833333,<music21.chord.Chord C3 C2 F#2>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,1.458333333
70.5,<music21.chord.Chord F#5 C3 C2 F#2>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,1.5
70.625,<music21.chord.Chord C3 C2 F#2>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,1.625
70.66666667,<music21.chord.Chord C#6 B-1 B-2 F#2>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,1.666666667
70.79166667,<music21.chord.Chord B-1 B-2 F#2>,"[0, 4]","[6, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,1.791666667
70.875,<music21.chord.Chord C#5 B-1 B-2 F#2>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,1.875
71,<music21.chord.Chord F5 F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,24,2
71.125,<music21.chord.Chord B-4 F1 F2>,"[0, 5]","[5, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,2.125
71.25,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,24,2.25
71.33333333,<music21.chord.Chord F4 F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,24,2.333333333
71.45833333,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,24,2.458333333
71.5,<music21.chord.Chord F#4 F1 F2>,"[0, 1]","[5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,2.5
71.625,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,24,2.625
71.66666667,<music21.chord.Chord C#5 F1 F2>,"[0, 4]","[1, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,2.666666667
71.79166667,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,24,2.791666667
71.875,<music21.chord.Chord C#4 F1 F2>,"[0, 4]","[1, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,2.875
72,<music21.chord.Chord E4 F1 F2>,"[0, 1]","[4, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,3
72.125,<music21.chord.Chord B-3 F1 F2>,"[0, 5]","[5, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,3.125
72.25,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,24,3.25
72.33333333,<music21.chord.Chord E3 F1 F2>,"[0, 1]","[4, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,3.333333333
72.45833333,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,24,3.458333333
72.5,<music21.chord.Chord F#3 F1 F2>,"[0, 1]","[5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,3.5
72.625,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,24,3.625
72.66666667,<music21.chord.Chord C#4 F1 F2>,"[0, 4]","[1, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,24,3.666666667
72.75,<music21.chord.Chord C#4>,[0],[1],Seven Preludes Op17No5 F minor.mid,Scriabin,24,3.75
72.875,<music21.chord.Chord C#3>,[0],[1],Seven Preludes Op17No5 F minor.mid,Scriabin,24,3.875
73,<music21.chord.Chord F5 F#2 C#2 C#3>,"[0, 4, 5]","[1, 5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,1
73.125,<music21.chord.Chord B-4 F#2 C#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,1.125
73.25,<music21.chord.Chord F#2 C#2 C#3>,"[0, 5]","[1, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,1.25
73.33333333,<music21.chord.Chord F4 C3 C2 F#2>,"[0, 5, 6]","[0, 5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,1.333333333
73.45833333,<music21.chord.Chord F#2 C3 C2>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,1.458333333
73.5,<music21.chord.Chord F#4 F#2 C3 C2>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,1.5
73.625,<music21.chord.Chord F#2 C3 C2>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,1.625
73.66666667,<music21.chord.Chord C#5 B-1 B-2 F#2>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,1.666666667
73.79166667,<music21.chord.Chord F#2 B-1 B-2>,"[0, 4]","[6, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,1.791666667
73.875,<music21.chord.Chord C#4 F#2 B-1 B-2>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,1.875
74,<music21.chord.Chord F4 F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,25,2
74.125,<music21.chord.Chord B-3 F2 F1>,"[0, 5]","[5, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,2.125
74.25,<music21.chord.Chord F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,25,2.25
74.33333333,<music21.chord.Chord F3 F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,25,2.333333333
74.45833333,<music21.chord.Chord F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,25,2.458333333
74.5,<music21.chord.Chord F#3 F2 F1>,"[0, 1]","[5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,2.5
74.625,<music21.chord.Chord F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,25,2.625
74.66666667,<music21.chord.Chord C#4 F2 F1>,"[0, 4]","[1, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,2.666666667
74.79166667,<music21.chord.Chord F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,25,2.791666667
74.875,<music21.chord.Chord C#3 F2 F1>,"[0, 4]","[1, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,2.875
75,<music21.chord.Chord E4 F2 F1>,"[0, 1]","[4, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,3
75.125,<music21.chord.Chord B-3 F2 F1>,"[0, 5]","[5, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,3.125
75.25,<music21.chord.Chord F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,25,3.25
75.33333333,<music21.chord.Chord E3 F2 F1>,"[0, 1]","[4, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,3.333333333
75.45833333,<music21.chord.Chord F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,25,3.458333333
75.5,<music21.chord.Chord F#3 F2 F1>,"[0, 1]","[5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,3.5
75.625,<music21.chord.Chord F2 F1>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,25,3.625
75.66666667,<music21.chord.Chord C#4 F2 F1>,"[0, 4]","[1, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,25,3.666666667
75.75,<music21.chord.Chord C#4>,[0],[1],Seven Preludes Op17No5 F minor.mid,Scriabin,25,3.75
75.875,<music21.chord.Chord C#3>,[0],[1],Seven Preludes Op17No5 F minor.mid,Scriabin,25,3.875
76,<music21.chord.Chord F4 F#2 C#2 C#3>,"[0, 4, 5]","[1, 5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,1
76.125,<music21.chord.Chord B-3 F#2 C#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,1.125
76.25,<music21.chord.Chord F#2 C#2 C#3>,"[0, 5]","[1, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,1.25
76.33333333,<music21.chord.Chord F3 C3 C2 F#2>,"[0, 5, 6]","[0, 5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,1.333333333
76.45833333,<music21.chord.Chord F#2 C3 C2>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,1.458333333
76.5,<music21.chord.Chord F#3 F#2 C3 C2>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,1.5
76.625,<music21.chord.Chord F#2 C3 C2>,"[0, 6]","[0, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,1.625
76.66666667,<music21.chord.Chord C#4 B-1 B-2 F#2>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,1.666666667
76.79166667,<music21.chord.Chord F#2 B-1 B-2>,"[0, 4]","[6, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,1.791666667
76.875,<music21.chord.Chord C#3 F#2 B-1 B-2>,"[0, 4, 7]","[6, 10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,1.875
77,<music21.chord.Chord F4 F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,26,2
77.125,<music21.chord.Chord B-3 F1 F2>,"[0, 5]","[5, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,2.125
77.25,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,26,2.25
77.33333333,<music21.chord.Chord F3 F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,26,2.333333333
77.45833333,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,26,2.458333333
77.5,<music21.chord.Chord F#3 F1 F2>,"[0, 1]","[5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,2.5
77.625,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,26,2.625
77.66666667,<music21.chord.Chord C#4 F1 F2>,"[0, 4]","[1, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,2.666666667
77.79166667,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,26,2.791666667
77.875,<music21.chord.Chord C#3 F1 F2>,"[0, 4]","[1, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,2.875
78,<music21.chord.Chord E4 F1 F2>,"[0, 1]","[4, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,3
78.125,<music21.chord.Chord B-3 F1 F2>,"[0, 5]","[5, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,3.125
78.25,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,26,3.25
78.33333333,<music21.chord.Chord E3 F1 F2>,"[0, 1]","[4, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,3.333333333
78.45833333,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,26,3.458333333
78.5,<music21.chord.Chord F#3 F1 F2>,"[0, 1]","[5, 6]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,3.5
78.625,<music21.chord.Chord F1 F2>,[0],[5],Seven Preludes Op17No5 F minor.mid,Scriabin,26,3.625
78.66666667,<music21.chord.Chord C#4 F1 F2>,"[0, 4]","[1, 5]",Seven Preludes Op17No5 F minor.mid,Scriabin,26,3.666666667
78.75,<music21.chord.Chord C#4>,[0],[1],Seven Preludes Op17No5 F minor.mid,Scriabin,26,3.75
78.875,<music21.chord.Chord C#3>,[0],[1],Seven Preludes Op17No5 F minor.mid,Scriabin,26,3.875
79,<music21.chord.Chord F4 B-0 B-1>,"[0, 5]","[5, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,27,1
79.125,<music21.chord.Chord B-3 B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,1.125
79.25,<music21.chord.Chord B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,1.25
79.33333333,<music21.chord.Chord F3 B-0 B-1>,"[0, 5]","[5, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,27,1.333333333
79.45833333,<music21.chord.Chord B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,1.458333333
79.5,<music21.chord.Chord B-3 B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,1.5
79.625,<music21.chord.Chord B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,1.625
79.66666667,<music21.chord.Chord C#4 B-0 B-1>,"[0, 3]","[10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,27,1.666666667
79.79166667,<music21.chord.Chord B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,1.791666667
79.875,<music21.chord.Chord C#3 B-0 B-1>,"[0, 3]","[10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,27,1.875
80,<music21.chord.Chord E4 B-0 B-1>,"[0, 6]","[4, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,27,2
80.125,<music21.chord.Chord B-3 B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,2.125
80.25,<music21.chord.Chord B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,2.25
80.33333333,<music21.chord.Chord E3 B-0 B-1>,"[0, 6]","[4, 10]",Seven Preludes Op17No5 F minor.mid,Scriabin,27,2.333333333
80.45833333,<music21.chord.Chord B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,2.458333333
80.5,<music21.chord.Chord B-3 B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,2.5
80.625,<music21.chord.Chord B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,2.625
80.66666667,<music21.chord.Chord C#4 B-0 B-1>,"[0, 3]","[10, 1]",Seven Preludes Op17No5 F minor.mid,Scriabin,27,2.666666667
80.79166667,<music21.chord.Chord B-0 B-1>,[0],[10],Seven Preludes Op17No5 F minor.mid,Scriabin,27,2.791666667
